family,timeframe,max_hold_bars,cafb_htf_adx_min,hale_round_grid,hale_impulse_bars,hale_impulse_atr,hale_contraction_ratio,hale_level_atr,hale_stop_buffer_atr,hale_target_r,hale_pullback_bars,hale_pullback_near_atr,score,dev_start_utc,dev_end_utc,dev_span_days,dev_trades,dev_trades_per_day,dev_win_rate,dev_win_ci_low,dev_win_ci_high,dev_expectancy_r,dev_profit_factor,dev_max_drawdown_pct,dev_start_equity,dev_end_equity,dev_net_pnl,dev_profit_per_day,dev_halt_reason,dev_ambiguous_exits,dev_skipped_entries,dev_per_symbol_pnl,val_start_utc,val_end_utc,val_span_days,val_trades,val_trades_per_day,val_win_rate,val_win_ci_low,val_win_ci_high,val_expectancy_r,val_profit_factor,val_max_drawdown_pct,val_start_equity,val_end_equity,val_net_pnl,val_profit_per_day,val_halt_reason,val_ambiguous_exits,val_skipped_entries,val_per_symbol_pnl
fade,5m,6,15,0.005,3,0.75,0.8,0.5,0.1,1.2,2,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,23,0.4657245306897279,39.130434782608695,22.157377982382144,59.21482039625402,-0.3322852525550374,0.46933036838822095,9.121693932158962,100.0,91.60714119076673,-8.392858809233292,-0.16994609695979668,none,0,"{""sized_down"": 12}","{""AUDUSD=X"": -3.737769, ""EURUSD=X"": -1.772549, ""GBPUSD=X"": 0.008246, ""NZDUSD=X"": -2.890786}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,5,0.31697116442879153,80.0,37.55282641185388,96.37768390302125,-0.02156349049331201,1.9916356601164902,1.1112487821703076,100.0,101.12689437644741,1.1268943764474155,0.07143860453815885,none,0,"{""sized_down"": 3}","{""AUDUSD=X"": -1.074181, ""EURUSD=X"": 0.291633, ""NZDUSD=X"": 1.909442}"
fade,5m,6,15,0.005,3,0.75,0.8,0.5,0.25,0.5,2,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,11,0.22273781902552206,45.45454545454545,21.270957543988047,71.99122443100117,-0.337003851255475,0.2446988700024214,6.2998113228164305,100.0,94.10637395943792,-5.893626040562095,-0.1193394009478931,none,0,"{""sized_down"": 1}","{""AUDUSD=X"": -4.647517, ""EURUSD=X"": -1.864567, ""GBPUSD=X"": 0.832546, ""NZDUSD=X"": -0.214088}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,3,0.19018269865727494,100.0,43.84939195509823,100.0,0.23624047208260116,inf,0.0,100.0,101.30022017053193,1.3002201705319225,0.08242646029346108,none,0,{},"{""AUDUSD=X"": 0.573719, ""NZDUSD=X"": 0.726501}"
fade,5m,6,15,0.005,3,0.75,0.8,0.5,0.25,0.8,2,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,21,0.4252267454123603,38.095238095238095,20.750767797982505,59.12170418449848,-0.3447076911083428,0.3562403139027974,10.693637863522094,100.0,90.95248264738541,-9.047517352614607,-0.18320220751972208,none,0,"{""sized_down"": 9}","{""AUDUSD=X"": -3.642181, ""EURUSD=X"": -1.864567, ""GBPUSD=X"": -0.443881, ""NZDUSD=X"": -3.096889}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,3,0.19018269865727494,100.0,43.84939195509823,100.0,0.2652977332084767,inf,0.0,100.0,101.40604183111861,1.406041831118625,0.08913494328905217,none,0,{},"{""AUDUSD=X"": 0.062219, ""NZDUSD=X"": 1.343823}"
fade,5m,6,15,0.005,3,0.75,0.8,0.5,0.25,1.2,2,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,24,0.48597342332841176,41.66666666666667,24.467347246538232,61.16566235061137,-0.2396726253552465,0.5521161393248919,8.572846728933099,100.0,93.11256275670826,-6.887437243291757,-0.13946297729508725,none,0,"{""sized_down"": 12}","{""AUDUSD=X"": -3.50657, ""EURUSD=X"": -1.864567, ""GBPUSD=X"": 1.696946, ""NZDUSD=X"": -3.213246}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,5,0.31697116442879153,80.0,37.55282641185388,96.37768390302125,0.014328489199965055,2.0745305488272434,1.1742481690856585,100.0,101.29326975805398,1.2932697580539916,0.08198584422618305,none,0,"{""sized_down"": 2}","{""AUDUSD=X"": -1.141348, ""EURUSD=X"": 0.406021, ""NZDUSD=X"": 2.028597}"
fade,5m,6,15,0.005,3,1.5,0.5,0.2,0.1,0.5,2,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,1,0.020248892638683822,100.0,20.654329147389294,100.0,0.33300875862752577,inf,0.0,100.0,100.625240216766,0.6252402167660088,0.012660422022682314,none,0,{},"{""NZDUSD=X"": 0.62524}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,none,0,{},{}
fade,5m,6,15,0.005,3,1.5,0.5,0.2,0.1,0.8,2,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,1,0.020248892638683822,100.0,20.654329147389294,100.0,0.6330087586274902,inf,0.0,100.0,101.18850487623877,1.1885048762387707,0.02406590763951107,none,0,{},"{""NZDUSD=X"": 1.188505}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,none,0,{},{}
fade,5m,6,15,0.005,3,1.5,0.5,0.2,0.1,1.2,2,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,1,0.020248892638683822,100.0,20.654329147389294,100.0,0.47986502140817305,inf,0.0,100.0,100.90097002625465,0.9009700262546539,0.018243645332302633,none,0,{},"{""NZDUSD=X"": 0.90097}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,none,0,{},{}
fade,5m,6,15,0.005,3,1.5,0.5,0.2,0.25,0.5,2,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,1,0.020248892638683822,100.0,20.654329147389294,100.0,0.3405488359644847,inf,0.0,100.0,100.66963269182595,0.6696326918259489,0.01355932048413649,none,0,{},"{""NZDUSD=X"": 0.669633}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,none,0,{},{}
fade,5m,6,15,0.005,3,1.5,0.5,0.2,0.25,0.8,2,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,1,0.020248892638683822,100.0,20.654329147389294,100.0,0.6405488359645355,inf,0.0,100.0,101.25953283633494,1.2595328363349412,0.025504145177843145,none,0,{},"{""NZDUSD=X"": 1.259533}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,none,0,{},{}
fade,5m,6,15,0.005,3,1.5,0.5,0.2,0.25,1.2,2,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,1,0.020248892638683822,100.0,20.654329147389294,100.0,0.4581979007674606,inf,0.0,100.0,100.90097002625465,0.9009700262546539,0.018243645332302633,none,0,{},"{""NZDUSD=X"": 0.90097}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,none,0,{},{}
