timeframe,adx_min,regime_mode,z_atr,rsi_edge,distance_mode,sl_value,tp_value,score,dev_start_utc,dev_end_utc,dev_span_days,dev_trades,dev_trades_per_day,dev_win_rate,dev_win_ci_low,dev_win_ci_high,dev_expectancy_r,dev_profit_factor,dev_max_drawdown_pct,dev_start_equity,dev_end_equity,dev_net_pnl,dev_profit_per_day,dev_halt_reason,dev_ambiguous_exits,dev_skipped_entries,dev_per_symbol_pnl,val_start_utc,val_end_utc,val_span_days,val_trades,val_trades_per_day,val_win_rate,val_win_ci_low,val_win_ci_high,val_expectancy_r,val_profit_factor,val_max_drawdown_pct,val_start_equity,val_end_equity,val_net_pnl,val_profit_per_day,val_halt_reason,val_ambiguous_exits,val_skipped_entries,val_per_symbol_pnl
5m,12,range,0.25,40,atr,2.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,39,0.7897068129086691,79.48717948717949,64.46572703687139,89.22040980208888,-0.021616426470132566,0.7337742883679057,2.9534320804690224,100.0,97.53524224911489,-2.4647577508851435,-0.04990861507803708,max_positions,0,"{""gross_leverage"": 1, ""max_positions"": 26, ""sized_down"": 11}","{""AUDUSD=X"": -0.143417, ""EURUSD=X"": 0.072755, ""GBPUSD=X"": 0.10792, ""NZDUSD=X"": -2.502016}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,3,0.19018269865727494,0.0,0.0,56.15060804490177,-0.7559547165979689,0.0,4.0904469454288375,100.0,95.90955305457116,-4.090446945428848,-0.2593107462653551,none,0,{},"{""GBPUSD=X"": -2.458497, ""NZDUSD=X"": -1.63195}"
5m,12,range,0.25,40,atr,2.0,1.0,-131.3298310389003,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,84,1.700906981649441,61.904761904761905,51.21524397704628,71.55301161028366,-0.21307508241678103,0.36649221545868294,26.773025614980593,100.0,73.69413560595036,-26.3058643940497,-0.5326646238828878,max_positions,0,"{""gross_leverage"": 29, ""max_positions"": 38, ""sized_down"": 52}","{""AUDUSD=X"": -13.494709, ""EURUSD=X"": -4.54796, ""GBPUSD=X"": -0.246798, ""NZDUSD=X"": -8.016396}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,25,1.5848558221439577,60.0,40.739127785127344,76.59694233580909,-0.2920079128650103,0.2652976556048641,13.483206156766345,100.0,87.9867908011167,-12.013209198883331,-0.7615681816593439,none,0,"{""gross_leverage"": 6, ""sized_down"": 14}","{""AUDUSD=X"": 1.213837, ""EURUSD=X"": -3.064788, ""GBPUSD=X"": -5.94296, ""NZDUSD=X"": -4.219298}"
5m,12,range,0.25,40,atr,2.0,1.5,-134.5772408003397,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,90,1.822400337481544,48.888888888888886,38.82031497910542,59.048434061831635,-0.3170085174102559,0.38637584536482006,30.104291124819454,100.0,70.36260832565353,-29.637391674346443,-0.600124362104463,max_drawdown 30.10%,0,"{""gross_leverage"": 21, ""max_drawdown"": 18269, ""max_positions"": 75, ""sized_down"": 79}","{""AUDUSD=X"": -13.704066, ""EURUSD=X"": -4.850929, ""GBPUSD=X"": -8.509647, ""NZDUSD=X"": -2.572751}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,60,3.8036539731454986,51.66666666666667,39.30759485084357,63.82515871422999,-0.2937065760523694,0.4265994884699505,18.817958789300864,100.0,82.54270827361586,-17.457291726384145,-1.1066916172570183,max_positions,0,"{""gross_leverage"": 9, ""max_positions"": 16, ""sized_down"": 50}","{""AUDUSD=X"": -3.244277, ""EURUSD=X"": -4.86042, ""GBPUSD=X"": -7.855249, ""NZDUSD=X"": -1.497347}"
5m,12,range,0.25,40,atr,5.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,26,0.5264712086057795,84.61538461538461,66.46841558168643,93.85006600107053,0.0430665353741163,4.0331481376964575,0.22835132473204395,100.0,101.54934785297937,1.549347852979356,0.03137257833495427,max_positions,0,"{""max_positions"": 20, ""min_units"": 20}","{""AUDUSD=X"": 0.67208, ""NZDUSD=X"": 0.877268}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,2,0.12678846577151662,0.0,0.0,65.76280471103807,-0.20497869688260797,0.0,0.5439832484722018,100.0,99.4560167515278,-0.5439832484722138,-0.03448540073959885,none,0,"{""min_units"": 1}","{""NZDUSD=X"": -0.543983}"
5m,12,range,0.25,40,atr,5.0,1.0,-108.08745265779854,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,71,1.4376713773465515,61.97183098591549,50.341642238898274,72.37299774741948,-0.10052835086025785,0.35558099991323855,10.585096014699797,100.0,89.66114616479233,-10.338853835207646,-0.20935034131616412,max_positions,0,"{""max_positions"": 58, ""min_units"": 43}","{""AUDUSD=X"": -2.961272, ""EURUSD=X"": -2.2546, ""GBPUSD=X"": -1.736065, ""NZDUSD=X"": -3.386917}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,20,1.2678846577151661,60.0,38.65779423152061,78.11960325858074,-0.09577863617137852,0.2842947466489807,4.289952795185586,100.0,96.53340087056138,-3.466599129438622,-0.219762392533199,max_positions,0,"{""max_positions"": 11, ""min_units"": 5}","{""AUDUSD=X"": 0.423642, ""EURUSD=X"": -0.916817, ""GBPUSD=X"": 0.394453, ""NZDUSD=X"": -3.367877}"
5m,12,range,0.25,40,atr,5.0,1.5,-114.64360186331689,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,143,2.895591647331787,52.44755244755245,44.305699976545725,60.46134151578343,-0.13268990118953658,0.3837772577793575,25.207876639847065,100.0,75.19074012654087,-24.80925987345914,-0.5023600396228808,max_positions,0,"{""gross_leverage"": 3, ""max_positions"": 145, ""min_units"": 59, ""sized_down"": 5}","{""AUDUSD=X"": -5.901357, ""EURUSD=X"": -5.775621, ""GBPUSD=X"": -7.688219, ""NZDUSD=X"": -5.444063}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,55,3.486682808716707,54.54545454545454,41.52246134836049,66.9749282535538,-0.11871064500770145,0.37412820922422857,11.017329373796724,100.0,89.5581328255793,-10.441867174420675,-0.6619541594173793,max_positions,0,"{""max_positions"": 37, ""min_units"": 6}","{""AUDUSD=X"": -2.519783, ""EURUSD=X"": -1.441313, ""GBPUSD=X"": -3.39169, ""NZDUSD=X"": -3.089082}"
5m,12,range,0.25,40,atr,10.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,100.0,100.0,0.0,0.0,none,0,"{""min_units"": 49}",{},2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,100.0,100.0,0.0,0.0,none,0,"{""min_units"": 4}",{}
5m,12,range,0.25,40,atr,10.0,1.0,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,23,0.4657245306897279,56.52173913043478,36.81104930501695,74.36563166780135,-0.07337211829258226,0.2427579094921647,3.298542438745386,100.0,96.98819170355831,-3.0118082964416977,-0.06098578284294516,max_positions,0,"{""max_positions"": 12, ""min_units"": 106}","{""AUDUSD=X"": -0.785456, ""NZDUSD=X"": -2.226352}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,6,0.3803653973145499,50.0,18.761280689940868,81.23871931005912,-0.09829134357486992,0.18858725598677348,1.1372846775364809,100.0,99.00439672521179,-0.9956032747882071,-0.06311550586374723,none,0,"{""min_units"": 24}","{""AUDUSD=X"": 0.071234, ""NZDUSD=X"": -1.066838}"
5m,12,range,0.25,40,atr,10.0,1.5,-106.40499380981856,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,65,1.3161780215144485,50.76923076923077,38.91624609220664,62.53636395753072,-0.08590340713494282,0.30304038157905544,8.262972983632977,100.0,91.73702701636702,-8.26297298363296,-0.16731605282192874,max_positions,0,"{""max_positions"": 46, ""min_units"": 177}","{""AUDUSD=X"": -3.361786, ""NZDUSD=X"": -4.901187}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,26,1.648250055029716,57.692307692307686,38.94829692111983,74.4558100972706,-0.063575787821473,0.3805704381512954,2.8750947627202024,100.0,97.35017089128492,-2.6498291087150574,-0.16798388362534372,max_positions,0,"{""max_positions"": 14, ""min_units"": 48}","{""AUDUSD=X"": -1.692169, ""NZDUSD=X"": -0.95766}"
5m,12,range,0.25,45,atr,2.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,94,1.9033959080362794,74.46808510638297,64.81399091477772,82.20077581021451,-0.11447427265140955,0.44789009880717867,18.085394624129805,100.0,82.44641104919711,-17.553588950802922,-0.355440738088395,max_positions,0,"{""gross_leverage"": 2, ""max_positions"": 50, ""sized_down"": 13}","{""AUDUSD=X"": -4.395107, ""EURUSD=X"": -5.834322, ""GBPUSD=X"": 0.10225, ""NZDUSD=X"": -7.42641}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,9,0.5705480959718248,55.55555555555556,26.66473457440297,81.1224570528086,-0.25944874418874475,0.21209050311276656,4.868234273164375,100.0,95.60941081983718,-4.390589180162816,-0.2783380329929322,max_positions,0,"{""gross_leverage"": 1, ""max_positions"": 10, ""sized_down"": 2}","{""AUDUSD=X"": 0.248146, ""GBPUSD=X"": -2.458497, ""NZDUSD=X"": -2.180238}"
5m,12,range,0.25,45,atr,2.0,1.0,-128.72867297086697,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,92,1.8628981227589116,56.52173913043478,46.33206191683021,66.18859717066414,-0.25642199706363106,0.32364810804944083,31.24094191874651,100.0,68.75905808125349,-31.240941918746522,-0.6325944788440553,max_drawdown 31.24%,0,"{""gross_leverage"": 27, ""max_drawdown"": 21149, ""max_positions"": 22, ""sized_down"": 50}","{""AUDUSD=X"": -17.834052, ""EURUSD=X"": -5.179545, ""GBPUSD=X"": -6.430567, ""NZDUSD=X"": -1.796779}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,64,4.057230904688532,65.625,53.40341181762038,76.07702496453098,-0.20083166000938701,0.40717552005227153,20.366412799221038,100.0,81.66475944791586,-18.335240552084098,-1.162348509575219,max_positions,0,"{""gross_leverage"": 15, ""max_positions"": 12, ""sized_down"": 31}","{""AUDUSD=X"": 2.931745, ""EURUSD=X"": -3.512024, ""GBPUSD=X"": -8.123195, ""NZDUSD=X"": -9.631766}"
5m,12,range,0.25,45,atr,2.0,1.5,-137.78656229730538,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,102,2.06538704914575,50.0,40.474278556489026,59.52572144351097,-0.34914439556394244,0.40963792167575486,30.700329060895825,100.0,69.29967093910417,-30.70032906089578,-0.6216476671263436,max_drawdown 30.70%,0,"{""daily_loss"": 552, ""gross_leverage"": 34, ""max_drawdown"": 30209, ""max_positions"": 43, ""sized_down"": 102}","{""AUDUSD=X"": -4.82974, ""EURUSD=X"": -6.093633, ""GBPUSD=X"": -11.160614, ""NZDUSD=X"": -8.616342}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,96,6.085846357032798,50.0,40.192229167030874,59.80777083296912,-0.32642091729411654,0.3986302933881907,30.02682322808515,100.0,71.4738982886941,-28.526101711305888,-1.8083903352093542,max_drawdown 30.03%,0,"{""daily_loss"": 348, ""gross_leverage"": 56, ""max_drawdown"": 3969, ""max_positions"": 35, ""sized_down"": 124}","{""AUDUSD=X"": -4.300469, ""EURUSD=X"": -8.794462, ""GBPUSD=X"": -10.363865, ""NZDUSD=X"": -5.067306}"
5m,12,range,0.25,45,atr,5.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,53,1.0731913098502426,81.13207547169812,68.64128355267498,89.41478805685044,-0.027944006797458235,0.6868383596529234,4.247742551912006,100.0,98.24966850740563,-1.7503314925943732,-0.03544227447565067,max_positions,0,"{""max_positions"": 28, ""min_units"": 49}","{""AUDUSD=X"": -0.661218, ""NZDUSD=X"": -1.089113}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,9,0.5705480959718248,55.55555555555556,26.66473457440297,81.1224570528086,-0.0995443960981059,0.23463623405212955,1.4713558652527619,100.0,98.64997041004052,-1.3500295899594899,-0.0855840902285567,max_positions,0,"{""max_positions"": 10, ""min_units"": 1}","{""AUDUSD=X"": 0.124073, ""NZDUSD=X"": -1.474103}"
5m,12,range,0.25,45,atr,5.0,1.0,-113.28104663190862,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,165,3.341067285382831,58.78787878787879,51.160644890033694,66.01521698286967,-0.12026077349437525,0.307372946392543,24.37411049648793,100.0,75.95665796858992,-24.04334203141005,-0.4868510514691763,max_positions,0,"{""max_positions"": 160, ""min_units"": 122}","{""AUDUSD=X"": -10.072394, ""EURUSD=X"": -4.847702, ""GBPUSD=X"": -1.991776, ""NZDUSD=X"": -7.13147}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,58,3.676865507373982,62.06896551724138,49.20257173616557,73.4359110973963,-0.108338234717364,0.27960086188990513,11.907377432420928,100.0,88.90509526303818,-11.09490473696178,-0.7033529747402582,max_positions,0,"{""max_positions"": 41, ""min_units"": 13}","{""AUDUSD=X"": 0.862282, ""EURUSD=X"": -1.140435, ""GBPUSD=X"": -2.503751, ""NZDUSD=X"": -8.313001}"
5m,12,range,0.25,45,atr,5.0,1.5,-116.8910611968252,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,169,3.422062855937566,55.02958579881657,47.500549090052694,62.33504604445198,-0.14253421324318213,0.36994756373004906,31.008665637954863,100.0,69.20712286472208,-30.7928771352779,-0.623521663148424,max_drawdown 30.14%,0,"{""gross_leverage"": 1, ""max_drawdown"": 21432, ""max_positions"": 201, ""min_units"": 44, ""sized_down"": 2}","{""AUDUSD=X"": -7.108462, ""EURUSD=X"": -6.372966, ""GBPUSD=X"": -11.601679, ""NZDUSD=X"": -5.70977}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,132,8.368038740920097,59.09090909090909,50.56164209755144,67.1059943260478,-0.10287218082933264,0.43241801233750443,21.243500670570995,100.0,80.6530027076179,-19.346997292382056,-1.2264880519934036,max_positions,0,"{""gross_leverage"": 2, ""max_positions"": 168, ""min_units"": 21, ""sized_down"": 3}","{""AUDUSD=X"": -5.584373, ""EURUSD=X"": -3.495642, ""GBPUSD=X"": -3.168212, ""NZDUSD=X"": -7.098771}"
5m,12,range,0.25,45,atr,10.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,100.0,100.0,0.0,0.0,none,0,"{""min_units"": 127}",{},2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,100.0,100.0,0.0,0.0,none,0,"{""min_units"": 17}",{}
5m,12,range,0.25,45,atr,10.0,1.0,-103.14101834038024,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,52,1.052942417211559,57.692307692307686,44.194084979431494,70.13215209113955,-0.06015785371537836,0.264140055632859,5.953959976815309,100.0,94.32638017041369,-5.673619829586303,-0.11488451880200067,max_positions,0,"{""max_positions"": 18, ""min_units"": 294}","{""AUDUSD=X"": -1.154784, ""NZDUSD=X"": -4.518836}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,31,1.9652212194585077,74.19354838709677,56.75352757228489,86.29845626313025,-0.03323895388412066,0.4848952301115471,2.1373604802378847,100.0,98.17717713611485,-1.8228228638851602,-0.11555645714262076,max_positions,0,"{""max_positions"": 2, ""min_units"": 56}","{""AUDUSD=X"": 0.206206, ""NZDUSD=X"": -2.029029}"
5m,12,range,0.25,45,atr,10.0,1.5,-110.1330818120998,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,161,3.2600717148280953,52.17391304347826,44.497345726341095,59.74915515693109,-0.0932673376455081,0.2848093259460121,21.312404346708643,100.0,78.72453784380636,-21.27546215619369,-0.43080454903914667,max_positions,0,"{""max_positions"": 118, ""min_units"": 532}","{""AUDUSD=X"": -8.115395, ""NZDUSD=X"": -13.160067}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,76,4.817961699317632,63.1578947368421,51.924856888151695,73.1247413162931,-0.04923937799632938,0.49750550815900946,6.229681446558296,100.0,94.21010073798037,-5.789899262019614,-0.3670462222015516,max_positions,0,"{""max_positions"": 46, ""min_units"": 123}","{""AUDUSD=X"": -3.679589, ""NZDUSD=X"": -2.11031}"
5m,12,range,0.75,40,atr,2.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,39,0.7897068129086691,79.48717948717949,64.46572703687139,89.22040980208888,-0.021616426470132566,0.7337742883679057,2.9534320804690224,100.0,97.53524224911489,-2.4647577508851435,-0.04990861507803708,max_positions,0,"{""gross_leverage"": 1, ""max_positions"": 26, ""sized_down"": 11}","{""AUDUSD=X"": -0.143417, ""EURUSD=X"": 0.072755, ""GBPUSD=X"": 0.10792, ""NZDUSD=X"": -2.502016}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,3,0.19018269865727494,0.0,0.0,56.15060804490177,-0.7559547165979689,0.0,4.0904469454288375,100.0,95.90955305457116,-4.090446945428848,-0.2593107462653551,none,0,{},"{""GBPUSD=X"": -2.458497, ""NZDUSD=X"": -1.63195}"
5m,12,range,0.75,40,atr,2.0,1.0,-131.3298310389003,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,84,1.700906981649441,61.904761904761905,51.21524397704628,71.55301161028366,-0.21307508241678103,0.36649221545868294,26.773025614980593,100.0,73.69413560595036,-26.3058643940497,-0.5326646238828878,max_positions,0,"{""gross_leverage"": 29, ""max_positions"": 38, ""sized_down"": 52}","{""AUDUSD=X"": -13.494709, ""EURUSD=X"": -4.54796, ""GBPUSD=X"": -0.246798, ""NZDUSD=X"": -8.016396}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,25,1.5848558221439577,60.0,40.739127785127344,76.59694233580909,-0.2920079128650103,0.2652976556048641,13.483206156766345,100.0,87.9867908011167,-12.013209198883331,-0.7615681816593439,none,0,"{""gross_leverage"": 6, ""sized_down"": 14}","{""AUDUSD=X"": 1.213837, ""EURUSD=X"": -3.064788, ""GBPUSD=X"": -5.94296, ""NZDUSD=X"": -4.219298}"
5m,12,range,0.75,40,atr,2.0,1.5,-134.5772408003397,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,90,1.822400337481544,48.888888888888886,38.82031497910542,59.048434061831635,-0.3170085174102559,0.38637584536482006,30.104291124819454,100.0,70.36260832565353,-29.637391674346443,-0.600124362104463,max_drawdown 30.10%,0,"{""gross_leverage"": 21, ""max_drawdown"": 18269, ""max_positions"": 75, ""sized_down"": 79}","{""AUDUSD=X"": -13.704066, ""EURUSD=X"": -4.850929, ""GBPUSD=X"": -8.509647, ""NZDUSD=X"": -2.572751}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,60,3.8036539731454986,51.66666666666667,39.30759485084357,63.82515871422999,-0.2937065760523694,0.4265994884699505,18.817958789300864,100.0,82.54270827361586,-17.457291726384145,-1.1066916172570183,max_positions,0,"{""gross_leverage"": 9, ""max_positions"": 16, ""sized_down"": 50}","{""AUDUSD=X"": -3.244277, ""EURUSD=X"": -4.86042, ""GBPUSD=X"": -7.855249, ""NZDUSD=X"": -1.497347}"
5m,12,range,0.75,40,atr,5.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,26,0.5264712086057795,84.61538461538461,66.46841558168643,93.85006600107053,0.0430665353741163,4.0331481376964575,0.22835132473204395,100.0,101.54934785297937,1.549347852979356,0.03137257833495427,max_positions,0,"{""max_positions"": 20, ""min_units"": 20}","{""AUDUSD=X"": 0.67208, ""NZDUSD=X"": 0.877268}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,2,0.12678846577151662,0.0,0.0,65.76280471103807,-0.20497869688260797,0.0,0.5439832484722018,100.0,99.4560167515278,-0.5439832484722138,-0.03448540073959885,none,0,"{""min_units"": 1}","{""NZDUSD=X"": -0.543983}"
5m,12,range,0.75,40,atr,5.0,1.0,-108.08745265779854,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,71,1.4376713773465515,61.97183098591549,50.341642238898274,72.37299774741948,-0.10052835086025785,0.35558099991323855,10.585096014699797,100.0,89.66114616479233,-10.338853835207646,-0.20935034131616412,max_positions,0,"{""max_positions"": 58, ""min_units"": 43}","{""AUDUSD=X"": -2.961272, ""EURUSD=X"": -2.2546, ""GBPUSD=X"": -1.736065, ""NZDUSD=X"": -3.386917}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,20,1.2678846577151661,60.0,38.65779423152061,78.11960325858074,-0.09577863617137852,0.2842947466489807,4.289952795185586,100.0,96.53340087056138,-3.466599129438622,-0.219762392533199,max_positions,0,"{""max_positions"": 11, ""min_units"": 5}","{""AUDUSD=X"": 0.423642, ""EURUSD=X"": -0.916817, ""GBPUSD=X"": 0.394453, ""NZDUSD=X"": -3.367877}"
5m,12,range,0.75,40,atr,5.0,1.5,-114.64360186331689,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,143,2.895591647331787,52.44755244755245,44.305699976545725,60.46134151578343,-0.13268990118953658,0.3837772577793575,25.207876639847065,100.0,75.19074012654087,-24.80925987345914,-0.5023600396228808,max_positions,0,"{""gross_leverage"": 3, ""max_positions"": 145, ""min_units"": 59, ""sized_down"": 5}","{""AUDUSD=X"": -5.901357, ""EURUSD=X"": -5.775621, ""GBPUSD=X"": -7.688219, ""NZDUSD=X"": -5.444063}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,55,3.486682808716707,54.54545454545454,41.52246134836049,66.9749282535538,-0.11871064500770145,0.37412820922422857,11.017329373796724,100.0,89.5581328255793,-10.441867174420675,-0.6619541594173793,max_positions,0,"{""max_positions"": 37, ""min_units"": 6}","{""AUDUSD=X"": -2.519783, ""EURUSD=X"": -1.441313, ""GBPUSD=X"": -3.39169, ""NZDUSD=X"": -3.089082}"
5m,12,range,0.75,40,atr,10.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,100.0,100.0,0.0,0.0,none,0,"{""min_units"": 49}",{},2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,100.0,100.0,0.0,0.0,none,0,"{""min_units"": 4}",{}
5m,12,range,0.75,40,atr,10.0,1.0,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,23,0.4657245306897279,56.52173913043478,36.81104930501695,74.36563166780135,-0.07337211829258226,0.2427579094921647,3.298542438745386,100.0,96.98819170355831,-3.0118082964416977,-0.06098578284294516,max_positions,0,"{""max_positions"": 12, ""min_units"": 106}","{""AUDUSD=X"": -0.785456, ""NZDUSD=X"": -2.226352}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,6,0.3803653973145499,50.0,18.761280689940868,81.23871931005912,-0.09829134357486992,0.18858725598677348,1.1372846775364809,100.0,99.00439672521179,-0.9956032747882071,-0.06311550586374723,none,0,"{""min_units"": 24}","{""AUDUSD=X"": 0.071234, ""NZDUSD=X"": -1.066838}"
5m,12,range,0.75,40,atr,10.0,1.5,-106.40499380981856,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,65,1.3161780215144485,50.76923076923077,38.91624609220664,62.53636395753072,-0.08590340713494282,0.30304038157905544,8.262972983632977,100.0,91.73702701636702,-8.26297298363296,-0.16731605282192874,max_positions,0,"{""max_positions"": 46, ""min_units"": 177}","{""AUDUSD=X"": -3.361786, ""NZDUSD=X"": -4.901187}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,26,1.648250055029716,57.692307692307686,38.94829692111983,74.4558100972706,-0.063575787821473,0.3805704381512954,2.8750947627202024,100.0,97.35017089128492,-2.6498291087150574,-0.16798388362534372,max_positions,0,"{""max_positions"": 14, ""min_units"": 48}","{""AUDUSD=X"": -1.692169, ""NZDUSD=X"": -0.95766}"
5m,12,range,0.75,45,atr,2.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,94,1.9033959080362794,74.46808510638297,64.81399091477772,82.20077581021451,-0.11447427265140955,0.44789009880717867,18.085394624129805,100.0,82.44641104919711,-17.553588950802922,-0.355440738088395,max_positions,0,"{""gross_leverage"": 2, ""max_positions"": 50, ""sized_down"": 13}","{""AUDUSD=X"": -4.395107, ""EURUSD=X"": -5.834322, ""GBPUSD=X"": 0.10225, ""NZDUSD=X"": -7.42641}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,9,0.5705480959718248,55.55555555555556,26.66473457440297,81.1224570528086,-0.25944874418874475,0.21209050311276656,4.868234273164375,100.0,95.60941081983718,-4.390589180162816,-0.2783380329929322,max_positions,0,"{""gross_leverage"": 1, ""max_positions"": 10, ""sized_down"": 2}","{""AUDUSD=X"": 0.248146, ""GBPUSD=X"": -2.458497, ""NZDUSD=X"": -2.180238}"
5m,12,range,0.75,45,atr,2.0,1.0,-128.71079088718687,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,89,1.8021514448428602,57.30337078651685,46.93492825040806,67.06741552651951,-0.25834781995685424,0.32529802946223085,30.551961179459497,100.0,69.4480388205405,-30.551961179459497,-0.6186433818241114,max_drawdown 30.55%,0,"{""gross_leverage"": 26, ""max_drawdown"": 21149, ""max_positions"": 22, ""sized_down"": 49}","{""AUDUSD=X"": -17.01319, ""EURUSD=X"": -5.398773, ""GBPUSD=X"": -6.34322, ""NZDUSD=X"": -1.796779}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,62,3.9304424389170154,64.51612903225806,52.08089986340214,75.25743942361396,-0.21393209217413348,0.39474728682128407,20.438661243623667,100.0,81.59189660787645,-18.40810339212351,-1.1669675934253954,max_positions,0,"{""gross_leverage"": 15, ""max_positions"": 12, ""sized_down"": 31}","{""AUDUSD=X"": 2.931745, ""EURUSD=X"": -3.512024, ""GBPUSD=X"": -8.123195, ""NZDUSD=X"": -9.704629}"
