symbol,tag,trades,win_rate,profit_factor,expectancy_r,net_pnl,max_dd_pct,final_equity,params
EURUSD=X,search:book_optimal,36,22.22,0.338,-0.283,-2042.14,20.42,7957.86,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,36,22.22,0.338,-0.283,-2042.14,20.42,7957.86,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,43,25.58,0.477,-0.142,-1819.13,20.14,8180.87,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,43,25.58,0.477,-0.142,-1819.13,20.14,8180.87,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,45,33.33,0.644,0.02,-1151.31,14.69,8848.69,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,45,33.33,0.644,0.02,-1151.31,14.69,8848.69,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,27,14.81,0.133,-0.529,-2032.22,20.32,7967.78,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,27,14.81,0.133,-0.529,-2032.22,20.32,7967.78,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,32,21.88,0.345,-0.257,-1643.68,16.62,8356.32,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,32,21.88,0.345,-0.257,-1643.68,16.62,8356.32,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,31,22.58,0.379,-0.231,-1454.8,14.96,8545.2,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,31,22.58,0.379,-0.231,-1454.8,14.96,8545.2,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,36,22.22,0.335,-0.283,-2039.27,20.39,7960.73,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,36,22.22,0.335,-0.283,-2039.27,20.39,7960.73,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,48,27.08,0.499,-0.098,-1891.33,19.68,8108.67,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,48,27.08,0.499,-0.098,-1891.33,19.68,8108.67,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,47,34.04,0.684,0.062,-1061.6,12.45,8938.4,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,47,34.04,0.684,0.062,-1061.6,12.45,8938.4,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,27,14.81,0.133,-0.529,-2032.22,20.32,7967.78,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,27,14.81,0.133,-0.529,-2032.22,20.32,7967.78,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,33,24.24,0.431,-0.159,-1432.21,16.36,8567.79,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,33,24.24,0.431,-0.159,-1432.21,16.36,8567.79,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,32,25.0,0.476,-0.13,-1230.37,14.87,8769.63,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,32,25.0,0.476,-0.13,-1230.37,14.87,8769.63,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,7,42.86,1.688,0.7,287.23,2.69,10287.23,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,7,42.86,1.688,0.7,287.23,2.69,10287.23,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,7,42.86,1.688,0.7,287.23,2.69,10287.23,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,7,42.86,1.688,0.7,287.23,2.69,10287.23,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,7,42.86,1.688,0.7,287.23,2.69,10287.23,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,7,42.86,1.688,0.7,287.23,2.69,10287.23,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,9,33.33,0.979,0.322,-14.45,2.93,9985.55,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,9,33.33,0.979,0.322,-14.45,2.93,9985.55,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,9,33.33,0.979,0.322,-14.45,2.93,9985.55,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,9,33.33,0.979,0.322,-14.45,2.93,9985.55,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
EURUSD=X,search:book_optimal,9,33.33,0.979,0.322,-14.45,2.93,9985.55,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
EURUSD=X,search:book_optimal,9,33.33,0.979,0.322,-14.45,2.93,9985.55,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,baseline:fabris_ntz,64,37.5,0.66,-0.04,-1282.27,15.62,8717.73,
BTC-USD,baseline:breakout_adx,122,54.92,0.951,0.098,-291.59,9.63,9708.41,
BTC-USD,baseline:aziz_orb,83,43.37,0.959,0.301,-240.43,13.57,9759.57,
BTC-USD,baseline:book_optimal,41,41.46,0.996,0.177,-9.82,6.75,9990.18,
BTC-USD,search:book_optimal,49,55.1,0.888,0.15,-245.39,7.76,9754.61,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,48,54.17,0.865,0.133,-293.23,8.21,9706.77,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,49,55.1,0.913,0.15,-188.22,7.33,9811.78,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,49,55.1,0.913,0.15,-188.22,7.33,9811.78,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,49,57.14,1.07,0.205,138.19,5.44,10138.19,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,49,57.14,1.07,0.205,138.19,5.44,10138.19,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,35,62.86,1.289,0.311,370.3,7.01,10370.3,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,35,62.86,1.289,0.311,370.3,7.01,10370.3,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,35,62.86,1.325,0.311,410.47,6.79,10410.47,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,35,62.86,1.325,0.311,410.47,6.79,10410.47,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,34,61.76,1.371,0.311,435.82,5.94,10435.82,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,34,61.76,1.371,0.311,435.82,5.94,10435.82,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,49,53.06,0.811,0.11,-438.32,7.76,9561.68,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,48,52.08,0.79,0.091,-485.21,8.21,9514.79,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,49,53.06,0.833,0.11,-382.28,7.33,9617.72,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,49,53.06,0.833,0.11,-382.28,7.33,9617.72,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,49,55.1,0.971,0.164,-62.33,5.44,9937.67,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,49,55.1,0.971,0.164,-62.33,5.44,9937.67,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,36,61.11,1.164,0.275,233.23,7.01,10233.23,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,36,61.11,1.164,0.275,233.23,7.01,10233.23,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,36,61.11,1.195,0.275,272.87,6.79,10272.87,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,36,61.11,1.195,0.275,272.87,6.79,10272.87,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,35,60.0,1.227,0.273,297.88,5.94,10297.88,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,35,60.0,1.227,0.273,297.88,5.94,10297.88,"{'min_rr': 1.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,1.502,0.346,192.67,1.94,10192.67,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,1.502,0.346,192.67,1.94,10192.67,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,1.502,0.346,192.67,1.94,10192.67,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,1.502,0.346,192.67,1.94,10192.67,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,1.502,0.346,192.67,1.94,10192.67,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,1.502,0.346,192.67,1.94,10192.67,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.368,0.333,89.25,1.52,10089.25,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.368,0.333,89.25,1.52,10089.25,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.368,0.333,89.25,1.52,10089.25,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.368,0.333,89.25,1.52,10089.25,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.368,0.333,89.25,1.52,10089.25,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.368,0.333,89.25,1.52,10089.25,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,1.502,0.346,192.67,1.94,10192.67,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,1.502,0.346,192.67,1.94,10192.67,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,1.502,0.346,192.67,1.94,10192.67,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,1.502,0.346,192.67,1.94,10192.67,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,1.502,0.346,192.67,1.94,10192.67,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,1.502,0.346,192.67,1.94,10192.67,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.368,0.333,89.25,1.52,10089.25,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.368,0.333,89.25,1.52,10089.25,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.368,0.333,89.25,1.52,10089.25,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.368,0.333,89.25,1.52,10089.25,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.368,0.333,89.25,1.52,10089.25,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.368,0.333,89.25,1.52,10089.25,"{'min_rr': 1.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,44,47.73,1.016,0.201,35.72,5.54,10035.72,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,44,47.73,1.016,0.201,35.72,5.54,10035.72,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,46,45.65,0.928,0.148,-178.38,6.82,9821.62,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,46,45.65,0.928,0.148,-178.38,6.82,9821.62,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,43,44.19,0.889,0.112,-256.79,7.67,9743.21,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,43,44.19,0.889,0.112,-256.79,7.67,9743.21,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,31,61.29,1.898,0.528,1069.76,3.55,11069.76,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,31,61.29,1.898,0.528,1069.76,3.55,11069.76,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,33,57.58,1.569,0.435,814.39,5.86,10814.39,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,33,57.58,1.569,0.435,814.39,5.86,10814.39,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,31,58.06,1.655,0.447,833.98,4.46,10833.98,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,31,58.06,1.655,0.447,833.98,4.46,10833.98,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,45,44.44,0.894,0.132,-265.36,5.79,9734.64,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,45,44.44,0.894,0.132,-265.36,5.79,9734.64,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,46,43.48,0.861,0.107,-363.15,6.82,9636.85,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,46,43.48,0.861,0.107,-363.15,6.82,9636.85,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,43,41.86,0.82,0.068,-440.08,7.67,9559.92,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,43,41.86,0.82,0.068,-440.08,7.67,9559.92,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,32,59.38,1.689,0.48,923.42,3.55,10923.42,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,32,59.38,1.689,0.48,923.42,3.55,10923.42,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,34,55.88,1.426,0.393,671.43,5.86,10671.43,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,34,55.88,1.426,0.393,671.43,5.86,10671.43,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,32,56.25,1.488,0.402,690.76,4.46,10690.76,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,32,56.25,1.488,0.402,690.76,4.46,10690.76,"{'min_rr': 1.5, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,1.909,0.488,351.33,1.54,10351.33,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,1.909,0.488,351.33,1.54,10351.33,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,1.909,0.488,351.33,1.54,10351.33,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
