symbol,tag,trades,win_rate,profit_factor,expectancy_r,net_pnl,max_dd_pct,final_equity,params
BTC-USD,search:book_optimal,11,63.64,1.909,0.488,351.33,1.54,10351.33,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,1.909,0.488,351.33,1.54,10351.33,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,1.909,0.488,351.33,1.54,10351.33,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.554,0.41,134.89,1.95,10134.89,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.554,0.41,134.89,1.95,10134.89,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.554,0.41,134.89,1.95,10134.89,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.554,0.41,134.89,1.95,10134.89,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.554,0.41,134.89,1.95,10134.89,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.554,0.41,134.89,1.95,10134.89,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,1.909,0.488,351.33,1.54,10351.33,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,1.909,0.488,351.33,1.54,10351.33,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,1.909,0.488,351.33,1.54,10351.33,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,1.909,0.488,351.33,1.54,10351.33,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,1.909,0.488,351.33,1.54,10351.33,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,1.909,0.488,351.33,1.54,10351.33,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.554,0.41,134.89,1.95,10134.89,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.554,0.41,134.89,1.95,10134.89,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.554,0.41,134.89,1.95,10134.89,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.554,0.41,134.89,1.95,10134.89,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.554,0.41,134.89,1.95,10134.89,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.554,0.41,134.89,1.95,10134.89,"{'min_rr': 1.5, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,43,37.21,0.808,0.068,-525.64,10.51,9474.36,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,43,37.21,0.808,0.068,-525.64,10.51,9474.36,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,43,39.53,0.928,0.138,-190.18,7.79,9809.82,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,43,39.53,0.928,0.138,-190.18,7.79,9809.82,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,43,39.53,0.97,0.154,-76.4,7.0,9923.6,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,43,39.53,0.97,0.154,-76.4,7.0,9923.6,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,33,54.55,1.675,0.53,1113.87,5.15,11113.87,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,33,54.55,1.675,0.53,1113.87,5.15,11113.87,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,33,54.55,1.706,0.53,1150.21,4.93,11150.21,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,33,54.55,1.706,0.53,1150.21,4.93,11150.21,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,33,54.55,1.82,0.551,1262.35,4.06,11262.35,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,33,54.55,1.82,0.551,1262.35,4.06,11262.35,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,44,34.09,0.726,0.001,-809.89,11.53,9190.11,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,44,34.09,0.726,0.001,-809.89,11.53,9190.11,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,44,36.36,0.831,0.069,-481.8,8.82,9518.2,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,44,36.36,0.831,0.069,-481.8,8.82,9518.2,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,44,36.36,0.867,0.084,-368.66,8.0,9631.34,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,44,36.36,0.867,0.084,-368.66,8.0,9631.34,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,34,52.94,1.537,0.485,966.92,5.15,10966.92,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,34,52.94,1.537,0.485,966.92,5.15,10966.92,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,34,52.94,1.564,0.485,1002.79,4.93,11002.79,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,34,52.94,1.564,0.485,1002.79,4.93,11002.79,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,34,52.94,1.659,0.505,1113.45,4.06,11113.45,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,34,52.94,1.659,0.505,1113.45,4.06,11113.45,"{'min_rr': 2.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,2.173,0.58,454.82,1.54,10454.82,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,2.173,0.58,454.82,1.54,10454.82,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,2.173,0.58,454.82,1.54,10454.82,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,2.173,0.58,454.82,1.54,10454.82,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,2.173,0.58,454.82,1.54,10454.82,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,2.173,0.58,454.82,1.54,10454.82,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.962,0.576,235.1,1.95,10235.1,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.962,0.576,235.1,1.95,10235.1,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.962,0.576,235.1,1.95,10235.1,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.962,0.576,235.1,1.95,10235.1,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.962,0.576,235.1,1.95,10235.1,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.962,0.576,235.1,1.95,10235.1,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,2.173,0.58,454.82,1.54,10454.82,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,2.173,0.58,454.82,1.54,10454.82,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,2.173,0.58,454.82,1.54,10454.82,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,2.173,0.58,454.82,1.54,10454.82,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,2.173,0.58,454.82,1.54,10454.82,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,2.173,0.58,454.82,1.54,10454.82,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.962,0.576,235.1,1.95,10235.1,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.962,0.576,235.1,1.95,10235.1,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.962,0.576,235.1,1.95,10235.1,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.962,0.576,235.1,1.95,10235.1,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,1.962,0.576,235.1,1.95,10235.1,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,1.962,0.576,235.1,1.95,10235.1,"{'min_rr': 2.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,42,33.33,0.927,0.139,-215.08,8.84,9784.92,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,42,33.33,0.927,0.139,-215.08,8.84,9784.92,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,42,35.71,1.081,0.234,230.95,8.67,10230.95,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,42,35.71,1.081,0.234,230.95,8.67,10230.95,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,42,35.71,1.126,0.25,349.37,7.88,10349.37,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,42,35.71,1.126,0.25,349.37,7.88,10349.37,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,31,45.16,1.466,0.488,896.95,8.44,10896.95,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,31,45.16,1.466,0.488,896.95,8.44,10896.95,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,31,45.16,1.49,0.488,932.49,8.22,10932.49,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,31,45.16,1.49,0.488,932.49,8.22,10932.49,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,31,45.16,1.574,0.51,1042.34,7.38,11042.34,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,31,45.16,1.574,0.51,1042.34,7.38,11042.34,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,43,30.23,0.839,0.068,-508.54,9.84,9491.46,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,43,30.23,0.839,0.068,-508.54,9.84,9491.46,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,43,32.56,0.976,0.161,-73.07,9.65,9926.93,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,43,32.56,0.976,0.161,-73.07,9.65,9926.93,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,43,32.56,1.015,0.177,44.68,8.85,10044.68,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,43,32.56,1.015,0.177,44.68,8.85,10044.68,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,32,43.75,1.364,0.442,753.0,8.44,10753.0,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,32,43.75,1.364,0.442,753.0,8.44,10753.0,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,32,43.75,1.385,0.442,788.07,8.22,10788.07,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,32,43.75,1.385,0.442,788.07,8.22,10788.07,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,32,43.75,1.457,0.463,896.47,7.38,10896.47,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,32,43.75,1.457,0.463,896.47,7.38,10896.47,"{'min_rr': 3.0, 'book_min_triggers': 1, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,2.397,0.662,547.46,1.54,10547.46,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,2.397,0.662,547.46,1.54,10547.46,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,2.397,0.662,547.46,1.54,10547.46,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,2.397,0.662,547.46,1.54,10547.46,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,2.397,0.662,547.46,1.54,10547.46,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,2.397,0.662,547.46,1.54,10547.46,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,2.208,0.682,298.2,1.95,10298.2,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,2.208,0.682,298.2,1.95,10298.2,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,2.208,0.682,298.2,1.95,10298.2,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,2.208,0.682,298.2,1.95,10298.2,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,2.208,0.682,298.2,1.95,10298.2,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,2.208,0.682,298.2,1.95,10298.2,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': True, 'adx_min': 25, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,2.397,0.662,547.46,1.54,10547.46,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,2.397,0.662,547.46,1.54,10547.46,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,2.397,0.662,547.46,1.54,10547.46,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,2.397,0.662,547.46,1.54,10547.46,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 1.5, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,11,63.64,2.397,0.662,547.46,1.54,10547.46,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,11,63.64,2.397,0.662,547.46,1.54,10547.46,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 18, 'atr_sl_mult': 2.0, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,2.208,0.682,298.2,1.95,10298.2,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 1.2}"
BTC-USD,search:book_optimal,6,66.67,2.208,0.682,298.2,1.95,10298.2,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.2, 'cost_buffer': 2.0}"
BTC-USD,search:book_optimal,6,66.67,2.208,0.682,298.2,1.95,10298.2,"{'min_rr': 3.0, 'book_min_triggers': 2, 'book_require_vwap': False, 'adx_min': 25, 'atr_sl_mult': 1.5, 'cost_buffer': 1.2}"
