2026-08-26T12:44:52+01:00 optimizer supervisor down; starting
2026-08-26T13:04:53+01:00 optimizer supervisor down; starting
2026-08-26T13:24:55+01:00 optimizer supervisor down; starting
2026-08-26T13:44:57+01:00 optimizer supervisor down; starting
2026-08-26T14:05:00+01:00 optimizer supervisor down; starting
2026-08-26T14:25:01+01:00 optimizer supervisor down; starting
2026-08-26T14:45:03+01:00 optimizer supervisor down; starting
2026-08-26T15:05:04+01:00 optimizer supervisor down; starting
2026-08-26T15:25:06+01:00 optimizer supervisor down; starting
2026-08-26T15:45:08+01:00 optimizer supervisor down; starting
2026-08-26T16:05:09+01:00 optimizer supervisor down; starting
2026-08-26T16:25:11+01:00 optimizer supervisor down; starting
2026-08-26T16:45:12+01:00 optimizer supervisor down; starting
2026-08-26T17:08:03+01:00 optimizer supervisor down; starting
2026-08-26T17:28:05+01:00 optimizer supervisor down; starting
2026-08-26T17:48:10+01:00 paper runner down; starting config_mt5_demo_firehose_hw.yaml
2026-08-26T17:48:10+01:00 optimizer supervisor down; starting
2026-08-26T18:08:12+01:00 optimizer supervisor down; starting
2026-08-26T18:28:15+01:00 optimizer supervisor down; starting
2026-08-26T18:48:17+01:00 optimizer supervisor down; starting
2026-08-26T19:08:19+01:00 optimizer supervisor down; starting
2026-08-26T19:28:21+01:00 optimizer supervisor down; starting
2026-08-26T19:48:23+01:00 optimizer supervisor down; starting
2026-08-26T20:08:25+01:00 optimizer supervisor down; starting
2026-08-26T20:28:27+01:00 optimizer supervisor down; starting
2026-08-26T20:48:29+01:00 optimizer supervisor down; starting
2026-08-26T21:08:31+01:00 optimizer supervisor down; starting
2026-08-26T21:28:34+01:00 optimizer supervisor down; starting
2026-08-26T21:48:36+01:00 optimizer supervisor down; starting
2026-08-26T22:08:38+01:00 optimizer supervisor down; starting
2026-08-26T22:28:40+01:00 optimizer supervisor down; starting
2026-08-26T22:48:43+01:00 optimizer supervisor down; starting
2026-08-26T23:08:46+01:00 optimizer supervisor down; starting
2026-08-26T23:28:48+01:00 optimizer supervisor down; starting
2026-08-26T23:48:50+01:00 optimizer supervisor down; starting
2026-08-27T00:08:52+01:00 optimizer supervisor down; starting
2026-08-27T00:28:54+01:00 optimizer supervisor down; starting
2026-08-27T00:48:56+01:00 optimizer supervisor down; starting
2026-08-27T01:08:58+01:00 optimizer supervisor down; starting
2026-08-27T01:29:00+01:00 optimizer supervisor down; starting
2026-08-27T01:49:02+01:00 optimizer supervisor down; starting
2026-08-27T02:09:05+01:00 optimizer supervisor down; starting
2026-08-27T02:29:07+01:00 optimizer supervisor down; starting
2026-08-27T02:49:09+01:00 optimizer supervisor down; starting
2026-08-27T05:06:14+03:00 optimizer supervisor down; starting
2026-08-27T03:09:11+01:00 optimizer supervisor down; starting
2026-08-27T03:29:13+01:00 optimizer supervisor down; starting
2026-08-27T03:49:15+01:00 optimizer supervisor down; starting
2026-08-27T04:09:17+01:00 optimizer supervisor down; starting
2026-08-27T04:29:19+01:00 optimizer supervisor down; starting
2026-08-27T04:49:21+01:00 optimizer supervisor down; starting
2026-08-27T05:09:23+01:00 optimizer supervisor down; starting
2026-08-27T05:29:25+01:00 optimizer supervisor down; starting
2026-08-27T05:49:27+01:00 optimizer supervisor down; starting
2026-08-27T06:09:29+01:00 optimizer supervisor down; starting
2026-08-27T06:29:31+01:00 optimizer supervisor down; starting
2026-08-27T06:49:33+01:00 optimizer supervisor down; starting
2026-08-27T07:09:35+01:00 optimizer supervisor down; starting
2026-08-27T07:29:37+01:00 optimizer supervisor down; starting
2026-08-27T07:49:39+01:00 optimizer supervisor down; starting
2026-08-27T08:09:41+01:00 optimizer supervisor down; starting
2026-08-27T08:29:43+01:00 optimizer supervisor down; starting
2026-08-27T08:49:45+01:00 optimizer supervisor down; starting
2026-08-27T09:09:47+01:00 optimizer supervisor down; starting
2026-08-27T09:29:49+01:00 optimizer supervisor down; starting
2026-08-27T09:49:53+01:00 optimizer supervisor down; starting
2026-08-27T10:09:55+01:00 optimizer supervisor down; starting
2026-08-27T10:29:57+01:00 optimizer supervisor down; starting
2026-08-27T10:49:59+01:00 optimizer supervisor down; starting
2026-08-27T11:10:01+01:00 optimizer supervisor down; starting
2026-08-27T11:30:03+01:00 optimizer supervisor down; starting
2026-08-27T11:50:05+01:00 optimizer supervisor down; starting
2026-08-27T12:10:07+01:00 optimizer supervisor down; starting
