open,high,low,close,volume,time
0.5879931449890137,0.5879931449890137,0.5879931449890137,0.5879931449890137,0,2026-05-18 23:00:00+00:00
0.5879931449890137,0.5879931449890137,0.587924063205719,0.587924063205719,0,2026-05-18 23:05:00+00:00
0.5878549218177795,0.5878549218177795,0.5878549218177795,0.5878549218177795,0,2026-05-18 23:10:00+00:00
0.5878203511238098,0.5878549218177795,0.5878203511238098,0.5878549218177795,0,2026-05-18 23:15:00+00:00
0.5878549218177795,0.5878894925117493,0.5878549218177795,0.5878894925117493,0,2026-05-18 23:20:00+00:00
0.5878549218177795,0.5879931449890137,0.5878549218177795,0.5879931449890137,0,2026-05-18 23:25:00+00:00
0.5879586338996887,0.5879586338996887,0.587924063205719,0.587924063205719,0,2026-05-18 23:30:00+00:00
0.5879586338996887,0.5879586338996887,0.5879586338996887,0.5879586338996887,0,2026-05-18 23:35:00+00:00
0.5879931449890137,0.5880277156829834,0.5879931449890137,0.5880277156829834,0,2026-05-18 23:40:00+00:00
0.5880277156829834,0.5880277156829834,0.5878203511238098,0.5878203511238098,0,2026-05-18 23:45:00+00:00
0.5877857804298401,0.5877857804298401,0.5877857804298401,0.5877857804298401,0,2026-05-18 23:50:00+00:00
0.5876131057739258,0.5876131057739258,0.5875785946846008,0.5875785946846008,0,2026-05-18 23:55:00+00:00
0.5873715281486511,0.5873715281486511,0.5873025059700012,0.5873025059700012,0,2026-05-19 00:00:00+00:00
0.5870611667633057,0.5870611667633057,0.5869922637939453,0.5870267152786255,0,2026-05-19 00:05:00+00:00
0.5870611667633057,0.5870956182479858,0.5870611667633057,0.5870956182479858,0,2026-05-19 00:10:00+00:00
0.5869578123092651,0.5870611667633057,0.5869578123092651,0.5870611667633057,0,2026-05-19 00:15:00+00:00
0.5871990919113159,0.5871990919113159,0.587164580821991,0.587164580821991,0,2026-05-19 00:20:00+00:00
0.5870267152786255,0.5870267152786255,0.5869578123092651,0.5869922637939453,0,2026-05-19 00:25:00+00:00
0.5870267152786255,0.5870267152786255,0.5869578123092651,0.5869578123092651,0,2026-05-19 00:30:00+00:00
0.5868889093399048,0.5868889093399048,0.5867511630058289,0.5867511630058289,0,2026-05-19 00:35:00+00:00
0.5865102410316467,0.5865102410316467,0.5865102410316467,0.5865102410316467,0,2026-05-19 00:40:00+00:00
0.5866134762763977,0.5866134762763977,0.5865446329116821,0.5865446329116821,0,2026-05-19 00:45:00+00:00
0.5864415168762207,0.5864415168762207,0.5863726735115051,0.5863726735115051,0,2026-05-19 00:50:00+00:00
